,author,co-author,doi,co-author_list,title
117,"Long, Nicole M.","['Kuhl, Brice A.']",['10.1523/JNEUROSCI.1850-16.2016'],"{'Kuhl, Brice A.'}",['Hippocampal Mismatch Signals Are Modulated by the Strength of Neural Predictions and Their Similarity to Outcomes']
118,"Koenig, Sabine U.","['Koenig, Peter']",['10.1371/journal.pone.0166647'],"{'Koenig, Peter'}",['Learning New Sensorimotor Contingencies: Effects of Long-Term Use of Sensory Augmentation on the Brain and Conscious Perception']
119,"Hao, Xin","['Liu, Jia']",['10.1002/brb3.572'],"{'Liu, Jia'}",['Structural and functional neural correlates of spatial navigation: a combined voxel-based morphometry and functional connectivity study']
120,"Gauthier, Baptiste","['van Wassenhove, Virginie']",['10.1523/JNEUROSCI.1400-16.2016'],"{'van Wassenhove, Virginie'}",['Time Is Not Space: Core Computations and Domain-Specific Networks for Mental Travels']
121,"Shikauchi, Yumi","['Ishii, Shin', 'Ishii, Shin']","['10.1038/srep37599', '10.1038/srep17648']","{'Ishii, Shin'}","['Robust encoding of scene anticipation during human spatial navigation', 'Decoding the view expectation during learned maze navigation from human fronto-parietal network']"
122,"Indovina, Iole","['Lacquaniti, Francesco', 'Lacquaniti, Francesco']","['10.1016/j.neuroimage.2016.07.008', '10.1016/j.neuroimage.2013.01.005']","{'Lacquaniti, Francesco'}","['Path integration in 3D from visual motion cues: A human fMRI study', 'Simulated self-motion in a visual gravity field: Sensitivity to vertical and horizontal heading in the human brain']"
123,"Wei, Wei","['Zhou, Xinlin']",['10.3389/fnhum.2016.00580'],"{'Zhou, Xinlin'}",['Sex Differences in Gray Matter Volume of the Right Anterior Hippocampus Explain Sex Differences in Three-Dimensional Mental Rotation']
124,"Bergmann, Heiko C.","['Kessels, Roy P. C.']",['10.1007/s10339-016-0772-7'],"{'Kessels, Roy P. C.'}",['Neural substrates of successful working memory and long-term memory formation in a relational spatial memory task']
125,"Marchewka, Artur","['Jednorog, Katarzyna']",['10.3389/fnbeh.2016.00198'],"{'Jednorog, Katarzyna'}",['Arousal Rather than Basic Emotions Influence Long-Term Recognition Memory in Humans']
126,"Scimeca, Jason M.","['Badre, David']",['10.1038/ncomms13061'],"{'Badre, David'}",['Striatal prediction errors support dynamic control of declarative memory decisions']
127,"Deuker, Lorena","['Doeller, Christian F.']",['10.7554/eLife.16534'],"{'Doeller, Christian F.'}",['An event map of memory space in the hippocampus']
128,"Nasr, Shahin","['Rosas, Herminia D.']",['10.1523/JNEUROSCI.0741-16.2016'],"{'Rosas, Herminia D.'}",['Impact of Visual Corticostriatal Loop Disruption on Neural Processing within the Parahippocampal Place Area']
129,"Chadwick, Martin J.","['Hassabis, Demis']",['10.1073/pnas.1610686113'],"{'Hassabis, Demis'}",['Semantic representations in the temporal pole predict false memories']
130,"Young, Kymberly D.","['Drevets, Wayne C.']",['10.1093/ijnp/pyw036'],"{'Drevets, Wayne C.'}",['The Effect of Mineralocorticoid and Glucocorticoid Receptor Antagonism on Autobiographical Memory Recall and Amygdala Response to Implicit Emotional Stimuli']
131,"Wiener, Martin","['Thompson, James C.']",['10.1002/hbm.23232'],"{'Thompson, James C.'}",['Functional Correlates of Likelihood and Prior Representations in a Virtual Distance Task']
132,"Saverino, Cristina","['Grady, Cheryl L.']",['10.1162/jocn_a_00970'],"{'Grady, Cheryl L.'}",['The Associative Memory Deficit in Aging Is Related to Reduced Selectivity of Brain Activity during Encoding']
133,"Ferrara, Katrina","['Park, Soojin']",['10.1016/j.neuropsychologia.2016.05.012'],"{'Park, Soojin'}",['Neural representation of scene boundaries']
134,"Lee, Choong-Hee","['Lee, Inah']",['10.1002/hipo.22587'],"{'Lee, Inah'}",['Functional Cross-Hemispheric Shift Between Object-Place Paired Associate Memory and Spatial Memory in the Human Hippocampus']
135,"Shine, Jonathan P.","['Wolbers, Thomas']",['10.1523/JNEUROSCI.1268-15.2016'],"{'Wolbers, Thomas'}",['The Human Retrosplenial Cortex and Thalamus Code Head Direction in a Global Reference Frame']
136,"Daugherty, Ana M.","['Raz, Naftali']",['10.1093/cercor/bhv061'],"{'Raz, Naftali'}",['Changes in Search Path Complexity and Length During Learning of a Virtual Water Maze: Age Differences and Differential Associations with Hippocampal Subfield Volumes']
137,"Geiger, Maximilian J.","['Klaver, Peter']",['10.1111/ejn.13197'],"{'Klaver, Peter'}",['Inter-hemispheric connectivity in the fusiform gyrus supports memory consolidation for faces']
138,"Martin, Chris B.","['Koehler, Stefan', 'Koehler, Stefan']","['10.1002/hipo.22531', '10.1523/JNEUROSCI.0126-13.2013']","{'Koehler, Stefan'}","['Distributed category-specific recognition-memory signals in human perirhinal cortex', 'Distinct Familiarity-Based Response Patterns for Faces and Buildings in Perirhinal and Parahippocampal Cortex']"
139,"Rosenthal, Clive R.","['Soto, David', 'Miller, Thomas D.']","['10.1016/j.cub.2016.01.040', '10.7554/eLife.41836']","{'Soto, David', 'Miller, Thomas D.'}","['Learning and Recognition of a Non-conscious Sequence of Events in Human Primary Visual Cortex', 'Human hippocampal CA3 damage disrupts both recent and remote episodic memories']"
140,"Horner, Aidan J.","['Burgess, Neil']",['10.1016/j.cub.2016.01.042'],"{'Burgess, Neil'}",['Grid-like Processing of Imagined Navigation']
141,"Wimmer, G. Elliott","['Buechel, Christian']",['10.1523/JNEUROSCI.3433-15.2016'],"{'Buechel, Christian'}",['Reactivation of Reward-Related Patterns from Single Past Episodes Supports Memory-Based Decision Making']
142,"Baumann, Oliver","['Mattingley, Jason B.', 'Mattingley, Jason B.', 'Mattingley, Jason B.', 'Mattingley, Jason B.']","['10.1523/JNEUROSCI.3368-15.2016', '10.1016/j.neuroimage.2012.01.089', '10.1523/JNEUROSCI.3077-10.2010', '10.1016/j.neuroimage.2009.10.021']","{'Mattingley, Jason B.'}","['Functional Organization of the Parahippocampal Cortex: Dissociable Roles for Context Representations and the Perception of Visual Scenes', 'Distinct neural networks underlie encoding of categorical versus coordinate spatial relations during active navigation', 'Medial Parietal Cortex Encodes Perceived Heading Direction in Humans', 'Dissociable neural circuits for encoding and retrieval of object locations during active navigation in humans']"
143,"Hummel, Nadine","['Flanagin, Virginia L.']",['10.1167/16.3.19'],"{'Flanagin, Virginia L.'}",['The effect of supine body position on human heading perception']
144,"Duggirala, Suvarnalata Xanthate","['Mandal, Pravat K.']",['10.1016/j.bandc.2015.12.006'],"{'Mandal, Pravat K.'}",['Stimulus-dependent modulation of working memory for identity monitoring: A functional MRI study']
145,"Pintzka, Carl W. S.","['Haberg, Asta K.']",['10.1016/j.bbr.2015.10.056'],"{'Haberg, Asta K.'}",['Changes in spatial cognition and brain activity after a single dose of testosterone in healthy women']
146,"Leek, E. Charles","['Johnston, Stephen J.']",['10.3389/fnhum.2016.00009'],"{'Johnston, Stephen J.'}",['Domain General Sequence Operations Contribute to Pre-SMA Involvement in Visuo-spatial Processing']
147,"Nestor, Paul G.","['McCarley, Robert W.']",['10.3934/Neuroscience.2016.3.338'],"{'McCarley, Robert W.'}","['Prefrontal Lobe Gray Matter, Cognitive Control and Episodic Memory in Healthy Cognition']"
148,"Fjell, Anders M.","['Walhovd, Kristine B.', 'Sneve, Markus H.']","['10.1016/j.neurobiolaging.2015.08.020', '10.1523/JNEUROSCI.4434-14.2015']","{'Sneve, Markus H.', 'Walhovd, Kristine B.'}","['Functional connectivity change across multiple cortical networks relates to episodic memory changes in aging', 'Mechanisms Underlying Encoding of Short-Lived Versus Durable Episodic Memories']"
149,"Kyle, Colin T.","['Ekstrom, Arne D.', 'Ekstrom, Arne D.']","['10.7554/eLife.10499', '10.1016/j.bbr.2014.10.034']","{'Ekstrom, Arne D.'}","['Successful retrieval of competing spatial environments in humans involves hippocampal pattern separation mechanisms', 'Roles of human hippocampal subfields in retrieval of spatial and temporal context']"
150,"Hsieh, Liang-Tien","['Ranganath, Charan']",['10.1016/j.neuroimage.2015.07.040'],"{'Ranganath, Charan'}",['Cortical and subcortical contributions to sequence retrieval: Schematic coding of temporal context in the neocortical recollection network']
151,"Igloi, Kinga","['Rondi-Reig, Laure', 'Burgess, Neil']","['10.1093/cercor/bhu132', '10.1073/pnas.1004243107']","{'Burgess, Neil', 'Rondi-Reig, Laure'}","['Interaction Between Hippocampus and Cerebellum Crus I in Sequence-Based but not Place-Based Navigation', 'Lateralized human hippocampal activity predicts navigation based on sequence or place memory']"
152,"Tosoni, Annalisa","['Galati, Gaspare']",['10.1007/s00429-014-0858-x'],"{'Galati, Gaspare'}",['Resting-state connectivity and functional specialization in human medial parieto-occipital cortex']
153,"Benn, Yael","['Whittaker, Steve']",['10.1038/srep14719'],"{'Whittaker, Steve'}",['Navigating through digital folders uses the same brain structures as real world navigation']
154,"Kerbler, Georg M.","['Coulson, Elizabeth J.']",['10.3389/fnagi.2015.00185'],"{'Coulson, Elizabeth J.'}","[""Basal forebrain atrophy contributes to allocentric navigation impairment in alzheimer's disease patients""]"
155,"Kim, Jiye G.","['Behrmann, Marlene']",['10.1523/JNEUROSCI.0640-15.2015'],"{'Behrmann, Marlene'}",['A Neural Basis for Developmental Topographic Disorientation']
156,"Luksys, Gediminas","['de Quervain, Dominique J. -F.']",['10.1073/pnas.1500860112'],"{'de Quervain, Dominique J. -F.'}",['Computational dissection of human episodic memory reveals mental process-specific genetic profiles']
157,"Chiu, Yu-Chin","['Egner, Tobias']",['10.1523/JNEUROSCI.0519-15.2015'],"{'Egner, Tobias'}",['Inhibition-Induced Forgetting Results from Resource Competition between Response Inhibition and Memory Encoding Processes']
158,"Suthana, Nanthia A.","['Fried, Itzhak', 'Bookheimer, Susan Y.']","['10.1073/pnas.1423036112', '10.1523/JNEUROSCI.0621-09.2009']","{'Bookheimer, Susan Y.', 'Fried, Itzhak'}","['Specific responses of human hippocampal neurons are associated with better memory', 'Human Hippocampal CA1 Involvement during Allocentric Encoding of Spatial Information']"
159,"Chen, Janice","['Wagner, Anthony D.']",['10.1152/jn.00149.2015'],"{'Wagner, Anthony D.'}",['Prediction strength modulates responses in human area CA1 to sequence violations']
160,"Guterstam, Arvid","['Ehrsson, H. Henrik', 'Ehrsson, H. Henrik']","['10.3389/fnhum.2015.00412', '10.1016/j.cub.2015.03.059']","{'Ehrsson, H. Henrik'}","['Decoding illusory self-location from activity in the human hippocampus', 'Posterior Cingulate Cortex Integrates the Senses of Self-Location and Body Ownership']"
161,"Bayer, Janine","['Sommer, Tobias']",['10.1016/j.psyneuen.2015.03.011'],"{'Sommer, Tobias'}",['The effect of estrogen synthesis inhibition on hippocampal memory']
162,"Mizuhara, Hiroaki","['Yamaguchi, Yoko']",['10.1016/j.neuroimage.2015.02.019'],"{'Yamaguchi, Yoko'}",['Cortical networks dynamically emerge with the interplay of slow and fast oscillations for memory of a natural scene']
163,"Xiu, Daiming","['Klaver, Peter']",['10.3389/fnbeh.2015.00090'],"{'Klaver, Peter'}",['Emotional face expression modulates occipital-frontal effective connectivity during memory formation in a bottom-up fashion']
164,"Markant, Julie","['Amso, Dima']",['10.1016/j.nlm.2015.02.006'],"{'Amso, Dima'}",['Not all attention orienting is created equal: Recognition memory is enhanced when attention orienting involves distractor suppression']
165,"Marsh, Rachel","['Simpson, H. Blair', 'Peterson, Bradley S.']","['10.1176/appi.ajp.2014.13121700', '10.1016/j.neuropsychologia.2010.05.033']","{'Simpson, H. Blair', 'Peterson, Bradley S.'}","['Reward-Based Spatial Learning in Unmedicated Adults With Obsessive-Compulsive Disorder', 'A virtual reality-based FMRI study of reward-based spatial learning']"
166,"Sneve, Markus H.","['Fjell, Anders M.']",['10.1523/JNEUROSCI.4434-14.2015'],"{'Fjell, Anders M.'}",['Mechanisms Underlying Encoding of Short-Lived Versus Durable Episodic Memories']
167,"Kim, Hongkeun",[],"['10.1002/hipo.22387', '10.1016/j.neuroimage.2010.01.051']",set(),"['Encoding and Retrieval Along the Long Axis of the Hippocampus and Their Relationships With Dorsal Attention and Default Mode Networks: The HERNET Model', 'Dissociating the roles of the default-mode, dorsal, and ventral networks in episodic memory retrieval']"
168,"Woolley, Daniel G.","['Wenderoth, Nicole', ""D'Hooge, Rudi""]","['10.1002/hbm.22700', '10.1073/pnas.1217832110']","{'Wenderoth, Nicole', ""D'Hooge, Rudi""}","['Virtual Water Maze Learning in Human Increases Functional Connectivity Between Posterior Hippocampus and Dorsal Caudate', 'Homologous involvement of striatum and prefrontal cortex in rodent and human water maze learning']"
169,"Lu, Yi","['Xue, Gui']",['10.1016/j.cub.2015.01.055'],"{'Xue, Gui'}",['Spatiotemporal Neural Pattern Similarity Supports Episodic Memory']
170,"Buchsbaum, Bradley R.","['Chepesiuk, Alexander', 'St-Laurent, Marie']","['10.1523/JNEUROSCI.2999-14.2015', '10.1523/JNEUROSCI.3054-13.2014']","{'St-Laurent, Marie', 'Chepesiuk, Alexander'}","['Recency, Repetition, and the Multidimensional Basis of Recognition Memory', 'Memory Reactivation in Healthy Aging: Evidence of Stimulus-Specific Dedifferentiation']"
171,"Ludmer, Rachel","['Dudai, Yadin']",['10.1002/hipo.22369'],"{'Dudai, Yadin'}",['The Naive and the Distrustful: State Dependency of Hippocampal Computations in Manipulative Memory Distortion']
172,"Addante, Richard James","['Rugg, Michael D.']",['10.1016/j.neuroimage.2014.10.046'],"{'Rugg, Michael D.'}",['Pre-stimulus neural activity predicts successful encoding of inter-item associations']
173,"Ray, Nicola J.","[""O'Sullivan, Michael J.""]",['10.1523/JNEUROSCI.3617-14.2015'],"{""O'Sullivan, Michael J.""}",['Cholinergic Basal Forebrain Structure Influences the Reconfiguration of White Matter Connections to Support Residual Memory in Mild Cognitive Impairment']
174,"Evensmoen, Hallvard Roe","['Haberg, Asta K.', 'Haberg, Asta K.']","['10.1002/hipo.22357', '10.1162/jocn_a_00436']","{'Haberg, Asta K.'}","['From Details to Large Scale: The Representation of Environmental Positions Follows a Granularity Gradient Along the Human Hippocampal and Entorhinal Anterior-Posterior Axis', 'The Anterior Hippocampus Supports a Coarse, Global Environmental Representation and the Posterior Hippocampus Supports Fine-grained, Local Environmental Representations']"
175,"Fiehler, Katja","['Thaler, Lore']",['10.1163/22134808-00002491'],"{'Thaler, Lore'}",['Neural Correlates of Human Echolocation of Path Direction During Walking']
176,"Li, Kaiming","['Gong, Qiyong']",['10.1038/sdata.2015.44'],"{'Gong, Qiyong'}",['A multimodal MRI dataset of professional chess players']
177,"D'Argembeau, Arnaud","['Salmon, Eric', 'Stawarczyk, David']","['10.1162/jocn_a_00680', '10.1093/cercor/bhx270']","{'Salmon, Eric', 'Stawarczyk, David'}","['The Neural Basis of Temporal Order Processing in Past and Future Thought', 'Differential Contributions of Default and Dorsal Attention Networks to Remembering Thoughts and External Stimuli From Real-Life Events']"
178,"Li, Shijia","['Thiel, Christiane M.']",['10.1007/s11682-013-9287-3'],"{'Thiel, Christiane M.'}",['Effects of acute psychosocial stress on neural activity to emotional and neutral faces in a face recognition memory paradigm']
179,"Brickman, Adam M.","['Small, Scott A.']",['10.1038/nn.3850'],"{'Small, Scott A.'}",['Enhancing dentate gyrus function with dietary flavanols improves cognition in older adults']
180,"Bernardi, Giulio","['Pietrini, Pietro']",['10.3389/fnhum.2014.00888'],"{'Pietrini, Pietro'}","[""It's not all in your car: functional and structural correlates of exceptional driving skills in professional racers""]"
181,"Allali, Gilles","['Assal, Frederic']",['10.1093/gerona/glt207'],"{'Assal, Frederic'}",['The Neural Basis of Age-Related Changes in Motor Imagery of Gait: An fMRI Study']
182,"Libby, Laura A.","['Ranganath, Charan']",['10.1523/JNEUROSCI.0655-14.2014'],"{'Ranganath, Charan'}",['Medial Temporal Lobe Coding of Item and Spatial Information during Relational Binding in Working Memory']
